NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,YEAR
Ord Zyonz (Earth-616),,,Purple Eyes,Grey Hair,Male Characters,,Living Characters,30,1977
Sprite (Eternal) (Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,30,1977
Helen Feliciano (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,30,1979
Daniel Ridge Jr. (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,30,1980
Aleytys Forrester (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,30,1981
Andrea von Strucker (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,30,1985
Burchell Clemens (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,30,1985
Janos Quested (Earth-616),Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Male Characters,,Living Characters,30,1986
Malice (Marauders) (Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,30,1986
DeMarr Davis (Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,30,1989
Richard Gill (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,30,1990
Shinobi Shaw (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,30,1991
Eadmund Porlock (Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,30,1992
Harley Davis (Earth-616),Secret Identity,Good Characters,Violet Eyes,Silver Hair,Female Characters,,Living Characters,30,1992
Lindy Lee (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,30,2000
Sondra Brandenberg (Earth-616),,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,30,2002
Gene Hayes (Earth-616),Secret Identity,Bad Characters,Brown Eyes,,Male Characters,,Deceased Characters,30,2003
Stacey Yorkes (Earth-616),Public Identity,Bad Characters,Green Eyes,Brown Hair,Female Characters,,Deceased Characters,30,2003
Mallory Book (Earth-616),Public Identity,,Green Eyes,Red Hair,Female Characters,,Living Characters,30,2004
Andrew Forson (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,30,2011
Bella Fishbach (Earth-616),,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,30,2011
Onome (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,30,2012
Daniel Lyons (Earth-616),Secret Identity,Good Characters,Green Eyes,Grey Hair,Male Characters,,Deceased Characters,29,1941
Red Hawk (Apache Chief) (Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,29,1950
Joshua Ayers (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,29,1962
Maxwell Shiffman (Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,29,1962
Morgan Stark (Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Deceased Characters,29,1965
Ultimo (Earth-616),,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,29,1966
Linda Carter (Earth-616),Secret Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,29,1969
Simon Stroud (Earth-616),,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,29,1974
Wendell Rand (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,29,1974
Aron (Earth-616),Secret Identity,Neutral Characters,White Eyes,Bald,Male Characters,,Deceased Characters,29,1975
Margo Damian (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Deceased Characters,29,1976
Mastermind (Computer) (Earth-616),Secret Identity,Bad Characters,Gold Eyes,No Hair,Male Characters,,Living Characters,29,1976
Samuel Barone (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,29,1976
Kris Keating (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,29,1977
Vril-Rokk (Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,29,1977
Morris Sloan (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,29,1979
Harry Leland (Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,29,1980
Hussar (Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,Blond Hair,Female Characters,,Living Characters,29,1980
Roland Burroughs (Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,29,1980
Morgana Blessing (Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Female Characters,,Living Characters,29,1981
Anthony Power (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,29,1982
Calvin Carr (Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,29,1983
Raymond Sikorski (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,29,1983
Vixen (British Crimelord) (Earth-616),Secret Identity,Bad Characters,Magenta Eyes,Magenta Hair,Female Characters,,Living Characters,29,1983
Guido Sapristi (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,29,1984
Margaret Craig (Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,29,1984
Marsha Rosenberg (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,29,1984
Valgoth (Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,,,Deceased Characters,29,1984
Karl Morgenthau (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,29,1985
Michael Baer (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,29,1986
Kristine Watson (Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,29,1988
Hector (Pantheon) (Earth-616),Secret Identity,,,Black Hair,Male Characters,Homosexual Characters,Living Characters,29,1991
Michael Powell (Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,29,1991
Truett Hudson (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,29,1991
Vali Halfling (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,29,1991
Steven Levins (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,29,1992
Siena Blaze (Earth-616),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,29,1993
Angela Yin (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,29,1994
Judas Traveller (Earth-616),Public Identity,,Red Eyes,White Hair,Male Characters,,Living Characters,29,1994
Vincente Fortunato (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,29,1996
Derek Khanata (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,29,2005
Klara Prast (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,29,2007
Terrance Ward (Earth-616),Known to Authorities Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,29,2007
Dexter Bennett (Earth-616),No Dual Identity,Neutral Characters,Grey Eyes,White Hair,Male Characters,,Living Characters,29,2008
Orb (Zadkiel agent) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,,Living Characters,29,2008
Martinique Wyngarde (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,29,
James Jankovicz (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,28,1942
Mike Trapp (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,28,1943
Mark Mason (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,28,1946
Jim Lathrop (Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,28,1948
Bill Gregory (Earth-616),No Dual Identity,Neutral Characters,,Orange Hair,Male Characters,,Living Characters,28,1950
Harvey Schlemerman (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,28,1960
Raymond Warren (Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Living Characters,28,1962
Gordon Keefer (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,28,1965
Frank Farnum (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,28,1966
Tagar (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,28,1966
Wladyslav Shinski (Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,28,1967
Craig Simpson (Earth-616),Public Identity,,,Grey Hair,Male Characters,,Deceased Characters,28,1972
Basil Elks (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,28,1973
Fah Lo Suee (Earth-616),Secret Identity,,,Black Hair,Female Characters,,Living Characters,28,1975
Shen Kuei (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,28,1976
Tath Ki (Earth-616),Secret Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,28,1976
Toothgnasher (Earth-616),,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,28,1976
Harmony Young (Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,28,1978
Marcus Daniels (Earth-616),Public Identity,Bad Characters,Grey Eyes,Brown Hair,Male Characters,,Living Characters,28,1978
Roger Norvell (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,28,1978
Maelstrom (Earth-616),Secret Identity,Bad Characters,Purple Eyes,Purple Hair,Male Characters,,Deceased Characters,28,1981
Ulysses Archer (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,28,1983
Thomas Corsi (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,28,1984
Prism (Robbie) (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,28,1986
Samuel John LaRoquette (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,28,1986
Marcy Pearson (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,28,1987
Jennifer Ransome (Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,28,1988
Justin Baldwin (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,28,1988
Felix Alvarez (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,28,1989
Kenjiro Tanaka (Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,28,1989
Malcolm McBride (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,28,1989
Heather Tucker (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,28,1990
Robert Steele (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,28,1991
Gudrun Tyburn (Earth-616),Public Identity,Bad Characters,Brown Eyes,White Hair,Female Characters,,Living Characters,28,1992
Raul Quentino (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,28,1992
Roderick Campbell (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,28,1993
Devlor (Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,28,1994
Samuel Par\u00e9 (Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,,Deceased Characters,28,2002
Dale Yorkes (Earth-616),Public Identity,Bad Characters,Green Eyes,Grey Hair,Male Characters,,Deceased Characters,28,2003
Deborah Fields (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,28,2005
Sydren (Earth-616),Public Identity,Good Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,28,2005
Bob (Hydra Agent) (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,28,2007
Fat Cobra (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,28,2007
Timothy Dugan (Skrull) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,28,2008
Henry Russo (Earth-616),,Good Characters,,Blond Hair,Male Characters,,Living Characters,28,2009
Ai Apaec (Earth-616),Secret Identity,Bad Characters,White Eyes,Grey Hair,Male Characters,,Deceased Characters,28,2011
Kirsten McDuffie (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,28,2011
Emily Preston (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Bald,Agender Characters,,Living Characters,28,2013
Iara Dos Santos (Earth-616),Secret Identity,Good Characters,Black Eyes,Brown Hair,Female Characters,,Living Characters,28,2013
Kevin Connor (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,28,2013
Jack Frost (Earth-616),Secret Identity,Good Characters,White Eyes,Blue Hair,Male Characters,,Living Characters,27,1941
Robert Lathrop (Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,27,1949
Nightwind (Horse) (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,27,1960
Townshend Horgan (Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,27,1965
Hippolyta (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,27,1966
Prester John (Johann) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,27,1966
Leonus (Earth-616),Secret Identity,Neutral Characters,,Yellow Hair,Male Characters,,Living Characters,27,1968
Gaza (Earth-616),Public Identity,Bad Characters,White Eyes,Black Hair,Male Characters,,Living Characters,27,1969
Servo-Guards (Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,27,1969
Air-Walker (Automaton) (Earth-616),,,Black Eyes,No Hair,Male Characters,,Living Characters,27,1972
Anton Miguel Rodriquez (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,27,1974
Doctor Sun (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,27,1974
Ginger Jaye (Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,27,1976
Roger Cooper (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,27,1976
Ronald Reagan (Earth-616),,,,,Male Characters,,Deceased Characters,27,1977
Jennifer Royce (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,27,1979
Kevin MacTaggert (Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,27,1979
Marian Pouncy (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,27,1979
Murray Reese (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,27,1980
Sharon Friedlander (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,27,1984
Rae LaCoste (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,27,1987
Phillip Moreau (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,27,1988
Reptyl (Earth-616),,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,27,1988
